Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
锆石彩虹,锆石彩虹,锆石彩虹，配件，吊墜，直徑 2mm。,Pearl Pearl,aa-6-3,吊墜,"diy:accessory, 配件, 吊墜, cat:吊墜",TRUE,Active,gsch_pnd_2,,尺寸,2mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%94%86%E7%9F%B3%E5%BD%A9%E8%99%B9.png,1,锆石彩虹,,FALSE,锆石彩虹｜Pearl Pearl DIY,锆石彩虹，配件，吊墜，直徑 2mm。,,,,,,,,,,,,,,
小锆石钻闪,小锆石钻闪,小锆石钻闪，配件，隔珠，直徑 5mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,xgszs_spc_5,,尺寸,5mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E5%B0%8F%E9%94%86%E7%9F%B3%E9%92%BB%E9%97%AA.png,1,小锆石钻闪,,FALSE,小锆石钻闪｜Pearl Pearl DIY,小锆石钻闪，配件，隔珠，直徑 5mm。,,,,,,,,,,,,,,
冰川寶,冰川寶,冰川寶，珠子，礦石，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,礦石,"diy:bead, 珠子, 礦石, cat:礦石",TRUE,Active,bcb_stn_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E5%86%B0%E5%B7%9D%E5%AF%B6.png,1,冰川寶,,FALSE,冰川寶｜Pearl Pearl DIY,冰川寶，珠子，礦石，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,冰川寶,,,,,,,,bcb_stn_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,冰川寶,,,,,,,,bcb_stn_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
黃塔晶,黃塔晶,黃塔晶，珠子，水晶，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,水晶,"diy:bead, 珠子, 水晶, cat:水晶",TRUE,Active,htj_cysl_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%BB%83%E5%A1%94%E6%99%B6.png,1,黃塔晶,,FALSE,黃塔晶｜Pearl Pearl DIY,黃塔晶，珠子，水晶，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,黃塔晶,,,,,,,,htj_cysl_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,黃塔晶,,,,,,,,htj_cysl_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
午夜花,午夜花,午夜花，配件，吊墜，直徑 2mm。,Pearl Pearl,aa-6-3,吊墜,"diy:accessory, 配件, 吊墜, cat:吊墜",TRUE,Active,wyh_pnd_2,,尺寸,2mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E5%8D%88%E5%A4%9C%E8%8A%B1.png,1,午夜花,,FALSE,午夜花｜Pearl Pearl DIY,午夜花，配件，吊墜，直徑 2mm。,,,,,,,,,,,,,,
银色小珠,银色小珠,银色小珠，配件，隔珠，直徑 6mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,ysxz_spc_6,,尺寸,6mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%93%B6%E8%89%B2%E5%B0%8F%E7%8F%A0.png,1,银色小珠,,FALSE,银色小珠｜Pearl Pearl DIY,银色小珠，配件，隔珠，直徑 6mm。,,,,,,,,,,,,,,
金虎眼,金虎眼,金虎眼，珠子，礦石，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,礦石,"diy:bead, 珠子, 礦石, cat:礦石",TRUE,Active,jhy_stn_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%87%91%E8%99%8E%E7%9C%BC.png,1,金虎眼,,FALSE,金虎眼｜Pearl Pearl DIY,金虎眼，珠子，礦石，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,金虎眼,,,,,,,,jhy_stn_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,金虎眼,,,,,,,,jhy_stn_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
金色满镶月亮,金色满镶月亮,金色满镶月亮，配件，吊墜，直徑 2mm。,Pearl Pearl,aa-6-3,吊墜,"diy:accessory, 配件, 吊墜, cat:吊墜",TRUE,Active,jsmxyl_pnd_2,,尺寸,2mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%87%91%E8%89%B2%E6%BB%A1%E9%95%B6%E6%9C%88%E4%BA%AE.png,1,金色满镶月亮,,FALSE,金色满镶月亮｜Pearl Pearl DIY,金色满镶月亮，配件，吊墜，直徑 2mm。,,,,,,,,,,,,,,
花边轨道,花边轨道,花边轨道，配件，隔珠，直徑 6mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,hbgd_spc_6,,尺寸,6mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E8%8A%B1%E8%BE%B9%E8%BD%A8%E9%81%93.png,1,花边轨道,,FALSE,花边轨道｜Pearl Pearl DIY,花边轨道，配件，隔珠，直徑 6mm。,,,,,,,,,,,,,,
青提玉,青提玉,青提玉，珠子，礦石，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,礦石,"diy:bead, 珠子, 礦石, cat:礦石",TRUE,Active,qtxy_jd_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%9D%92%E6%8F%90%E7%8E%89.png,1,青提玉,,FALSE,青提玉｜Pearl Pearl DIY,青提玉，珠子，礦石，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,青提玉,,,,,,,,qtxy_jd_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,青提玉,,,,,,,,qtxy_jd_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
回财纹,回财纹,回财纹，配件，隔珠，直徑 5mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,hcw_spc_5,,尺寸,5mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E5%9B%9E%E8%B4%A2%E7%BA%B9.png,1,回财纹,,FALSE,回财纹｜Pearl Pearl DIY,回财纹，配件，隔珠，直徑 5mm。,,,,,,,,,,,,,,
藏银卷草,藏银卷草,藏银卷草，配件，隔珠，直徑 6mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,cyjc_spc_6,,尺寸,6mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E8%97%8F%E9%93%B6%E5%8D%B7%E8%8D%89.png,1,藏银卷草,,FALSE,藏银卷草｜Pearl Pearl DIY,藏银卷草，配件，隔珠，直徑 6mm。,,,,,,,,,,,,,,
花旋,花旋,花旋，配件，隔珠，直徑 6mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,hx_spc_6,,尺寸,6mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E8%8A%B1%E6%97%8B.png,1,花旋,,FALSE,花旋｜Pearl Pearl DIY,花旋，配件，隔珠，直徑 6mm。,,,,,,,,,,,,,,
藏银十字花,藏银十字花,藏银十字花，配件，隔珠，直徑 8mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,cyszh_spc_8,,尺寸,8mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E8%97%8F%E9%93%B6%E5%8D%81%E5%AD%97%E8%8A%B1.png,1,藏银十字花,,FALSE,藏银十字花｜Pearl Pearl DIY,藏银十字花，配件，隔珠，直徑 8mm。,,,,,,,,,,,,,,
黑髮晶,黑髮晶,黑髮晶，珠子，水晶，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,水晶,"diy:bead, 珠子, 水晶, cat:水晶",TRUE,Active,hfj_cysl_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%BB%91%E9%AB%AE%E6%99%B6.png,1,黑髮晶,,FALSE,黑髮晶｜Pearl Pearl DIY,黑髮晶，珠子，水晶，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,黑髮晶,,,,,,,,hfj_cysl_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,黑髮晶,,,,,,,,hfj_cysl_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
藏银羽毛,藏银羽毛,藏银羽毛，配件，吊墜，直徑 2mm。,Pearl Pearl,aa-6-3,吊墜,"diy:accessory, 配件, 吊墜, cat:吊墜",TRUE,Active,cyym_pnd_2,,尺寸,2mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E8%97%8F%E9%93%B6%E7%BE%BD%E6%AF%9B.png,1,藏银羽毛,,FALSE,藏银羽毛｜Pearl Pearl DIY,藏银羽毛，配件，吊墜，直徑 2mm。,,,,,,,,,,,,,,
紅紋石,紅紋石,紅紋石，珠子，礦石，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,礦石,"diy:bead, 珠子, 礦石, cat:礦石",TRUE,Active,hw_stn_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E7%B4%85%E7%B4%8B%E7%9F%B3.png,1,紅紋石,,FALSE,紅紋石｜Pearl Pearl DIY,紅紋石，珠子，礦石，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,紅紋石,,,,,,,,hw_stn_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,紅紋石,,,,,,,,hw_stn_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
藏银树叶,藏银树叶,藏银树叶，配件，隔珠，直徑 6mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,cysy_spc_6,,尺寸,6mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E8%97%8F%E9%93%B6%E6%A0%91%E5%8F%B6.png,1,藏银树叶,,FALSE,藏银树叶｜Pearl Pearl DIY,藏银树叶，配件，隔珠，直徑 6mm。,,,,,,,,,,,,,,
金色小珠,金色小珠,金色小珠，配件，隔珠，直徑 6mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,jsxz_spc_6,,尺寸,6mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%87%91%E8%89%B2%E5%B0%8F%E7%8F%A0.png,1,金色小珠,,FALSE,金色小珠｜Pearl Pearl DIY,金色小珠，配件，隔珠，直徑 6mm。,,,,,,,,,,,,,,
锆石钻闪双层,锆石钻闪双层,锆石钻闪双层，配件，隔珠，直徑 6mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,gszssc_spc_6,,尺寸,6mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%94%86%E7%9F%B3%E9%92%BB%E9%97%AA%E5%8F%8C%E5%B1%82.png,1,锆石钻闪双层,,FALSE,锆石钻闪双层｜Pearl Pearl DIY,锆石钻闪双层，配件，隔珠，直徑 6mm。,,,,,,,,,,,,,,
藏银瓦片,藏银瓦片,藏银瓦片，配件，隔珠，直徑 8mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,cywp_spc_8,,尺寸,8mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E8%97%8F%E9%93%B6%E7%93%A6%E7%89%87.png,1,藏银瓦片,,FALSE,藏银瓦片｜Pearl Pearl DIY,藏银瓦片，配件，隔珠，直徑 8mm。,,,,,,,,,,,,,,
四叶草,四叶草,四叶草，配件，吊墜，直徑 2mm。,Pearl Pearl,aa-6-3,吊墜,"diy:accessory, 配件, 吊墜, cat:吊墜",TRUE,Active,syc_pnd_2,,尺寸,2mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E5%9B%9B%E5%8F%B6%E8%8D%89.png,1,四叶草,,FALSE,四叶草｜Pearl Pearl DIY,四叶草，配件，吊墜，直徑 2mm。,,,,,,,,,,,,,,
灰月光,灰月光,灰月光，珠子，礦石，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,礦石,"diy:bead, 珠子, 礦石, cat:礦石",TRUE,Active,hyg_stn_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E7%81%B0%E6%9C%88%E5%85%89.png,1,灰月光,,FALSE,灰月光｜Pearl Pearl DIY,灰月光，珠子，礦石，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,灰月光,,,,,,,,hyg_stn_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,灰月光,,,,,,,,hyg_stn_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
聖藍海寶,聖藍海寶,聖藍海寶，珠子，礦石，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,礦石,"diy:bead, 珠子, 礦石, cat:礦石",TRUE,Active,slhlb_stn_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E8%81%96%E8%97%8D%E6%B5%B7%E5%AF%B6.png,1,聖藍海寶,,FALSE,聖藍海寶｜Pearl Pearl DIY,聖藍海寶，珠子，礦石，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,聖藍海寶,,,,,,,,slhlb_stn_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,聖藍海寶,,,,,,,,slhlb_stn_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
银色六字真言,银色六字真言,银色六字真言，配件，隔珠，直徑 8mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,yslzzy_spc_8,,尺寸,8mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%93%B6%E8%89%B2%E5%85%AD%E5%AD%97%E7%9C%9F%E8%A8%80.png,1,银色六字真言,,FALSE,银色六字真言｜Pearl Pearl DIY,银色六字真言，配件，隔珠，直徑 8mm。,,,,,,,,,,,,,,
凯尔特结,凯尔特结,凯尔特结，配件，隔珠，直徑 6mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,ketj_spc_6,,尺寸,6mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E5%87%AF%E5%B0%94%E7%89%B9%E7%BB%93.png,1,凯尔特结,,FALSE,凯尔特结｜Pearl Pearl DIY,凯尔特结，配件，隔珠，直徑 6mm。,,,,,,,,,,,,,,
银色绣球,银色绣球,银色绣球，配件，隔珠，直徑 8mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,ysxq_spc_8,,尺寸,8mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%93%B6%E8%89%B2%E7%BB%A3%E7%90%83.png,1,银色绣球,,FALSE,银色绣球｜Pearl Pearl DIY,银色绣球，配件，隔珠，直徑 8mm。,,,,,,,,,,,,,,
太陽石,太陽石,太陽石，珠子，礦石，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,礦石,"diy:bead, 珠子, 礦石, cat:礦石",TRUE,Active,tys_stn_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E5%A4%AA%E9%99%BD%E7%9F%B3.png,1,太陽石,,FALSE,太陽石｜Pearl Pearl DIY,太陽石，珠子，礦石，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,太陽石,,,,,,,,tys_stn_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,太陽石,,,,,,,,tys_stn_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
王国之泪,王国之泪,王国之泪，配件，吊墜，直徑 2mm。,Pearl Pearl,aa-6-3,吊墜,"diy:accessory, 配件, 吊墜, cat:吊墜",TRUE,Active,wgzl_pnd_2,,尺寸,2mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E7%8E%8B%E5%9B%BD%E4%B9%8B%E6%B3%AA.png,1,王国之泪,,FALSE,王国之泪｜Pearl Pearl DIY,王国之泪，配件，吊墜，直徑 2mm。,,,,,,,,,,,,,,
紫水晶,紫水晶,紫水晶，珠子，水晶，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,水晶,"diy:bead, 珠子, 水晶, cat:水晶",TRUE,Active,zsj_cysl_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E7%B4%AB%E6%B0%B4%E6%99%B6.png,1,紫水晶,,FALSE,紫水晶｜Pearl Pearl DIY,紫水晶，珠子，水晶，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,紫水晶,,,,,,,,zsj_cysl_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,紫水晶,,,,,,,,zsj_cysl_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
豆沙晶,豆沙晶,豆沙晶，珠子，水晶，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,水晶,"diy:bead, 珠子, 水晶, cat:水晶",TRUE,Active,dsj_cysl_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E8%B1%86%E6%B2%99%E6%99%B6.png,1,豆沙晶,,FALSE,豆沙晶｜Pearl Pearl DIY,豆沙晶，珠子，水晶，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,豆沙晶,,,,,,,,dsj_cysl_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,豆沙晶,,,,,,,,dsj_cysl_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
櫻花石,櫻花石,櫻花石，珠子，礦石，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,礦石,"diy:bead, 珠子, 礦石, cat:礦石",TRUE,Active,yhyqws_stn_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E6%AB%BB%E8%8A%B1%E7%9F%B3.png,1,櫻花石,,FALSE,櫻花石｜Pearl Pearl DIY,櫻花石，珠子，礦石，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,櫻花石,,,,,,,,yhyqws_stn_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,櫻花石,,,,,,,,yhyqws_stn_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
紫粉晶,紫粉晶,紫粉晶，珠子，水晶，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,水晶,"diy:bead, 珠子, 水晶, cat:水晶",TRUE,Active,zfj_cysl_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E7%B4%AB%E7%B2%89%E6%99%B6.png,1,紫粉晶,,FALSE,紫粉晶｜Pearl Pearl DIY,紫粉晶，珠子，水晶，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,紫粉晶,,,,,,,,zfj_cysl_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,紫粉晶,,,,,,,,zfj_cysl_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
金色六字真言,金色六字真言,金色六字真言，配件，隔珠，直徑 8mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,jslzzy_spc_8,,尺寸,8mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%87%91%E8%89%B2%E5%85%AD%E5%AD%97%E7%9C%9F%E8%A8%80.png,1,金色六字真言,,FALSE,金色六字真言｜Pearl Pearl DIY,金色六字真言，配件，隔珠，直徑 8mm。,,,,,,,,,,,,,,
橙彩石,橙彩石,橙彩石，珠子，礦石，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,礦石,"diy:bead, 珠子, 礦石, cat:礦石",TRUE,Active,ccs_stn_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E6%A9%99%E5%BD%A9%E7%9F%B3.png,1,橙彩石,,FALSE,橙彩石｜Pearl Pearl DIY,橙彩石，珠子，礦石，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,橙彩石,,,,,,,,ccs_stn_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,橙彩石,,,,,,,,ccs_stn_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
綠髮晶,綠髮晶,綠髮晶，珠子，水晶，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,水晶,"diy:bead, 珠子, 水晶, cat:水晶",TRUE,Active,lfj_cysl_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E7%B6%A0%E9%AB%AE%E6%99%B6.png,1,綠髮晶,,FALSE,綠髮晶｜Pearl Pearl DIY,綠髮晶，珠子，水晶，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,綠髮晶,,,,,,,,lfj_cysl_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,綠髮晶,,,,,,,,lfj_cysl_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
